"OBJECTID.x","GEOID","NAME","Total Population","Aggregate Income","Per Capita Income","ACS_VINTAGE","JURISDICTION","CRA_NO","CRA_GRP","GEN_ALIAS","DETL_NAMES","TRACT_LABEL","OBJECTID_12_13_14_15_16","OBJECTID.y","TRACT","TRACTCE10","NAME10","NAMELSAD10","ACRES_TOTA","WATER","SHAPE_Leng","TC_ID","OBJECTID_1","TRACT_1","TRACTCE10_1","GEOID10_1","NAME10_1","NAMELSAD10_1","ACRES_TOTAL","PCT_PEOPLE_OF_COLOR","PTL_PEOPLE_OF_COLOR","PCT_ENGLISH_LESSTHAN_VERY_WELL","PTL_ENGLISH_LESSTHAN_VERY_WELL","PCT_FOREIGN_BORN","PTL_FOREIGN_BORN","PCT_POP_INC_UNDER_200_POVERTY","PTL_POP_INC_UNDER_200_POVERTY","PCT_LESS_BACHELOR_DEGREE","PTL_LESS_BACHELOR_DEGREE","PCT_ADULTNOLEISUREPHYSACTIVITY","PCT_ADULT_WITH_DIABETES","PCT_ADULT_OBESE","PCT_ADULTMENTALHEALTHNOTGOOD","PCT_ADULT_WITH_ASTHMA","PCT_ADULT_WITH_DISABILITIES","PCT_LOW_LIFE_EXPECT_AT_BIRTH","PTL_ADULTNOLEISUREPHYSACTIVITY","PTL_ADULT_DIAGNOSED_DIABETES","PTL_ADULT_OBESE","PTL_ADULTMENTALHEALTHNOTGOOD","PTL_ADULT_WITH_ASTHMA","PTL_ADULT_WITH_DISABILITIES","PTL_LOW_LIFE_EXPECT_AT_BIRTH","COMPOSITE_PERCENTILE","COMPOSITE_QUINTILE","RACE_ELL_ORIGINS_PERCENTILE","RACE_ELL_ORIGINS_QUINTILE","SOCIOECONOMIC_PERCENTILE","SOCIOECONOMIC_QUINTILE","HEALTH_PERCENTILE","HEALTH_QUINTILE","RSE_Priority_Rank","OBJECTID_12","TC_ID_1","Total_A","Can_A","Grass_A","Soil_A","Water_A","Build_A","Road_A","Paved_A","Perv_A","Imperv_A","Can_P","Grass_P","Soil_P","Water_P","Build_P","Road_P","Paved_P","Perv_P","Imperv_P","TC_E_A","TC_Pv_A","TC_Land_A","TC_Pi_A","TC_P_A","TC_E_P","TC_Pv_P","TC_P_P","TC_Pi_P","TC_Land_A_1","Gain","Loss","No_Change","TreeCanopy_2016_Area","TreeCanopy_2021_Area","Change_Area","Change_PercentChange","TreeCanopy_2016_Percent","TreeCanopy_2021_Percent","Change_Percent_AbsDiff","OBJECTID_12_13","OBJECTID_12_13_14","TC_ID_12","OBJECTID_12_13_14_15","TC_ID_12_13","Shape__Area","Shape__Length","maj_TC","Imperv_TC_Diff"
287,53033025601,"Census Tract 256.01, King County, Washington",5182,170688900,32939,"5Y20","King County Balance",NA,NA,"","",256.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,53033025602,"Census Tract 256.02, King County, Washington",6479,312490900,48231,"5Y20","King County Balance",NA,NA,"","",256.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,53033025702,"Census Tract 257.02, King County, Washington",3203,125070300,39048,"5Y20","King County Balance",NA,NA,"","",257.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,53033025703,"Census Tract 257.03, King County, Washington",3378,134713900,39880,"5Y20","King County Balance",NA,NA,"","",257.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,53033025704,"Census Tract 257.04, King County, Washington",3529,115057200,32603,"5Y20","King County Balance",NA,NA,"","",257.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,53033025803,"Census Tract 258.03, King County, Washington",4518,148991400,32977,"5Y20","King County Balance",NA,NA,"","",258.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,53033025804,"Census Tract 258.04, King County, Washington",3479,116852100,33588,"5Y20","King County Balance",NA,NA,"","",258.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,53033025805,"Census Tract 258.05, King County, Washington",5174,181256100,35032,"5Y20","King County Balance",NA,NA,"","",258.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,53033025806,"Census Tract 258.06, King County, Washington",5033,205185800,40768,"5Y20","King County Balance",NA,NA,"","",258.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,53033026001,"Census Tract 260.01, King County, Washington",5464,279234800,51104,"5Y20","King County Balance",NA,NA,"","",260.01,131,178,26001,26001,260.01,"Census Tract 260.01",14.99976991,0,8005.85906932415,178,19,NA,NA,NA,NA,NA,14.99976991,0.64204349,0.895,0.15948993,0.813,0.26751812,0.782,0.2680359,0.617,0.66681954,0.895,0.172,0.088,0.256,0.108,0.095,0.16706136,0.8069,0.781,0.804,0.887,0.706,0.819,0.879,0.73,0.835,"Highest priority/Most disadvantaged",0.873,"Highest priority/Most disadvantaged",0.76,"Second highest",0.843,"Highest priority/Most disadvantaged",5,NA,NA,647947,405622,163497,0,0,42977,32036,3815,569119,78828,62.601107806657,25.2330823354379,0,0,6.6327955835894,4.94423154980268,0.588782724512962,87.834190142095,12.165809857905,405622,163497,647947,3815,167312,62.601107806657,25.2330823354379,25.8218650599509,0.588782724512962,NA,14183,38882,391439,430321,405622,-24699,-5.73966875890324,66.4129936553453,62.601107806657,-3.81188584868823,NA,NA,NA,NA,NA,653389.965606689,8005.85842782859,TRUE,50.435297948752
297,53033026003,"Census Tract 260.03, King County, Washington",3636,91599400,25192,"5Y20","King County Balance",NA,NA,"","",260.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,53033026004,"Census Tract 260.04, King County, Washington",4009,154832500,38621,"5Y20","King County Balance",NA,NA,"","",260.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,53033026101,"Census Tract 261.01, King County, Washington",4372,146726400,33560,"5Y20","King County Balance",NA,NA,"","",261.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,53033026102,"Census Tract 261.02, King County, Washington",4009,109871700,27406,"5Y20","King County Balance",NA,NA,"","",261.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,53033026200,"Census Tract 262, King County, Washington",5802,268980800,46360,"5Y20","King County Balance",NA,NA,"","",262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,53033026300,"Census Tract 263, King County, Washington",1574,45214500,28726,"5Y20","King County Balance",NA,NA,"","",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,53033026400,"Census Tract 264, King County, Washington",6263,194144900,30999,"5Y20","King County Balance",NA,NA,"","",264,88,131,26400,26400,264,"Census Tract 264",15.90625081,0,5973.48437266712,131,135,NA,NA,NA,NA,NA,15.90625081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,688597,231026,233719,23607,0,195,173719,26331,488352,200245,33.5502478227468,33.9413328841107,3.42827517401325,0,0.0283184504143933,25.2279635258359,3.82386214287893,70.9198558808708,29.0801441191292,231026,233719,688597,49938,283657,33.5502478227468,33.9413328841107,41.1934702010029,7.25213731689217,NA,25509,39537,205517,245054,231026,-14028,-5.72445256963771,35.5874335787115,33.5502478227468,-2.03718575596466,NA,NA,NA,NA,NA,692876.234085083,5973.48375650081,FALSE,4.4701037036176
304,53033026500,"Census Tract 265, King County, Washington",4633,112775900,24342,"5Y20","King County Balance",NA,NA,"","",265,89,132,26500,26500,265,"Census Tract 265",100.50193079,0,11040.2901657048,132,83,NA,NA,NA,NA,NA,100.50193079,0.74122505,0.933,0.27823691,0.94,0.34640973,0.925,0.4959026,0.91,0.87154358,1,0.246,0.133,0.28,0.136,0.099,0.16967621,0.8028,0.969,0.962,0.954,0.939,0.924,0.894,0.767,0.978,"Highest priority/Most disadvantaged",0.94,"Highest priority/Most disadvantaged",0.978,"Highest priority/Most disadvantaged",0.955,"Highest priority/Most disadvantaged",5,NA,NA,4371001,1893398,1635988,0,0,158410,302170,381035,3529386,841615,43.3172630251057,37.4282229631153,0,0,3.62411264605064,6.91306179065161,8.71733957507674,80.745485988221,19.254514011779,1893398,1635988,4371001,381035,2017023,43.3172630251057,37.4282229631153,46.1455625381921,8.71733957507674,NA,137747,261315,1755651,2016966,1893398,-123568,-6.12642949856368,46.1442584890738,43.3172630251057,-2.8269954639681,NA,NA,NA,NA,NA,4377863.57997131,11040.2895212683,FALSE,24.0627490133267
305,53033026600,"Census Tract 266, King County, Washington",2373,103773200,43731,"5Y20","King County Balance",NA,NA,"","",266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,53033026700,"Census Tract 267, King County, Washington",5604,220802500,39401,"5Y20","King County Balance",NA,NA,"","",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,53033026801,"Census Tract 268.01, King County, Washington",5630,172465100,30633,"5Y20","King County Balance",NA,NA,"","",268.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,53033026802,"Census Tract 268.02, King County, Washington",5870,168450300,28697,"5Y20","King County Balance",NA,NA,"","",268.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,53033027000,"Census Tract 270, King County, Washington",3205,135356800,42233,"5Y20","King County Balance",NA,NA,"","",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,53033027100,"Census Tract 271, King County, Washington",4068,98561600,24229,"5Y20","King County Balance",NA,NA,"","",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,53033027200,"Census Tract 272, King County, Washington",2707,68420600,25275,"5Y20","King County Balance",NA,NA,"","",272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,53033027300,"Census Tract 273, King County, Washington",5663,147237000,26000,"5Y20","King County Balance",NA,NA,"","",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,53033027400,"Census Tract 274, King County, Washington",5166,168446500,32607,"5Y20","King County Balance",NA,NA,"","",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,53033027500,"Census Tract 275, King County, Washington",4697,148908300,31703,"5Y20","King County Balance",NA,NA,"","",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,53033027600,"Census Tract 276, King County, Washington",4512,174376400,38647,"5Y20","King County Balance",NA,NA,"","",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,53033027701,"Census Tract 277.01, King County, Washington",5593,282943100,50589,"5Y20","King County Balance",NA,NA,"","",277.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,53033027702,"Census Tract 277.02, King County, Washington",4807,257842300,53639,"5Y20","King County Balance",NA,NA,"","",277.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,53033027800,"Census Tract 278, King County, Washington",3459,202943100,58671,"5Y20","King County Balance",NA,NA,"","",278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,53033027901,"Census Tract 279.01, King County, Washington",4740,262751000,55433,"5Y20","King County Balance",NA,NA,"","",279.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,53033027902,"Census Tract 279.02, King County, Washington",3725,164169200,44072,"5Y20","King County Balance",NA,NA,"","",279.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
